federal_account_id,federal_account_code,Subagency,Title,treasury_account_identifier,tas_rendering_label,Agency
3665,013-0300,Bureau of Industry and Security,"Operations and Administration, Bureau of Industry and Security, Commerce",45472,013-2009/2010-0300-000,Department of Commerce
3665,013-0300,Bureau of Industry and Security,"Operations and Administration, Bureau of Industry and Security, Commerce",52438,013-2011/2012-0300-000,Department of Commerce
3665,013-0300,Bureau of Industry and Security,"Operations and Administration, Bureau of Industry and Security, Commerce",4580,013-X-0300-000,Department of Commerce
3666,013-0401,Bureau of the Census,"Salaries and Expenses, Bureau of the Census, Commerce",43012,013-2010/2010-0401-000,Department of Commerce
3666,013-0401,Bureau of the Census,"Salaries and Expenses, Bureau of the Census, Commerce",46933,013-2011/2011-0401-000,Department of Commerce
3666,013-0401,Bureau of the Census,"Salaries and Expenses, Bureau of the Census, Commerce",53274,013-2012/2012-0401-000,Department of Commerce
3666,013-0401,Bureau of the Census,"Salaries and Expenses, Bureau of the Census, Commerce",56606,013-2013/2013-0401-000,Department of Commerce
3666,013-0401,Bureau of the Census,"Salaries and Expenses, Bureau of the Census, Commerce",59260,013-2014/2014-0401-000,Department of Commerce
3666,013-0401,Bureau of the Census,"Salaries and Expenses, Bureau of the Census, Commerce",63181,013-2015/2015-0401-000,Department of Commerce
3666,013-0401,Bureau of the Census,"Salaries and Expenses, Bureau of the Census, Commerce",66343,013-2016/2016-0401-000,Department of Commerce
3666,013-0401,Bureau of the Census,"Salaries and Expenses, Bureau of the Census, Commerce",70466,013-2017/2017-0401-000,Department of Commerce
3666,013-0401,Bureau of the Census,"Salaries and Expenses, Bureau of the Census, Commerce",73411,013-2018/2018-0401-000,Department of Commerce
3666,013-0401,Bureau of the Census,"Salaries and Expenses, Bureau of the Census, Commerce",4581,013-X-0401-000,Department of Commerce
3667,013-0450,Bureau of the Census,"Periodic Censuses and Programs, Bureau of the Census, Commerce",38500,013-2009/2010-0450-000,Department of Commerce
3667,013-0450,Bureau of the Census,"Periodic Censuses and Programs, Bureau of the Census, Commerce",43032,013-2010/2010-0450-000,Department of Commerce
3667,013-0450,Bureau of the Census,"Periodic Censuses and Programs, Bureau of the Census, Commerce",43020,013-2010/2011-0450-000,Department of Commerce
3667,013-0450,Bureau of the Census,"Periodic Censuses and Programs, Bureau of the Census, Commerce",46972,013-2011/2011-0450-000,Department of Commerce
3667,013-0450,Bureau of the Census,"Periodic Censuses and Programs, Bureau of the Census, Commerce",46976,013-2011/2012-0450-000,Department of Commerce
3667,013-0450,Bureau of the Census,"Periodic Censuses and Programs, Bureau of the Census, Commerce",53318,013-2012/2012-0450-000,Department of Commerce
3667,013-0450,Bureau of the Census,"Periodic Censuses and Programs, Bureau of the Census, Commerce",53323,013-2012/2013-0450-000,Department of Commerce
3667,013-0450,Bureau of the Census,"Periodic Censuses and Programs, Bureau of the Census, Commerce",56658,013-2013/2013-0450-000,Department of Commerce
3667,013-0450,Bureau of the Census,"Periodic Censuses and Programs, Bureau of the Census, Commerce",56664,013-2013/2014-0450-000,Department of Commerce
3667,013-0450,Bureau of the Census,"Periodic Censuses and Programs, Bureau of the Census, Commerce",59262,013-2014/2014-0450-000,Department of Commerce
3667,013-0450,Bureau of the Census,"Periodic Censuses and Programs, Bureau of the Census, Commerce",59265,013-2014/2015-0450-000,Department of Commerce
3667,013-0450,Bureau of the Census,"Periodic Censuses and Programs, Bureau of the Census, Commerce",63186,013-2015/2015-0450-000,Department of Commerce
3667,013-0450,Bureau of the Census,"Periodic Censuses and Programs, Bureau of the Census, Commerce",63191,013-2015/2016-0450-000,Department of Commerce
3667,013-0450,Bureau of the Census,"Periodic Censuses and Programs, Bureau of the Census, Commerce",66348,013-2016/2017-0450-000,Department of Commerce
3667,013-0450,Bureau of the Census,"Periodic Censuses and Programs, Bureau of the Census, Commerce",70472,013-2017/2018-0450-000,Department of Commerce
3667,013-0450,Bureau of the Census,"Periodic Censuses and Programs, Bureau of the Census, Commerce",73412,013-2018/2019-0450-000,Department of Commerce
3667,013-0450,Bureau of the Census,"Periodic Censuses and Programs, Bureau of the Census, Commerce",74241,013-2018/2020-0450-000,Department of Commerce
3667,013-0450,Bureau of the Census,"Periodic Censuses and Programs, Bureau of the Census, Commerce",4582,013-X-0450-000,Department of Commerce
3668,013-0451,Bureau of the Census,"Periodic Censuses and Programs - Recovery Act, Bureau of the Census, Commerce",NA,NA,Department of Commerce
3669,013-0500,National Institute of Standards and Technology,"Scientific and Technical Research and Services, National Institute of Standards and Technology, Commerce",43031,013-2010/2010-0500-000,Department of Commerce
3669,013-0500,National Institute of Standards and Technology,"Scientific and Technical Research and Services, National Institute of Standards and Technology, Commerce",46973,013-2011/2011-0500-000,Department of Commerce
3669,013-0500,National Institute of Standards and Technology,"Scientific and Technical Research and Services, National Institute of Standards and Technology, Commerce",53319,013-2012/2012-0500-000,Department of Commerce
3669,013-0500,National Institute of Standards and Technology,"Scientific and Technical Research and Services, National Institute of Standards and Technology, Commerce",56659,013-2013/2013-0500-000,Department of Commerce
3669,013-0500,National Institute of Standards and Technology,"Scientific and Technical Research and Services, National Institute of Standards and Technology, Commerce",59263,013-2014/2014-0500-000,Department of Commerce
3669,013-0500,National Institute of Standards and Technology,"Scientific and Technical Research and Services, National Institute of Standards and Technology, Commerce",63187,013-2015/2015-0500-000,Department of Commerce
3669,013-0500,National Institute of Standards and Technology,"Scientific and Technical Research and Services, National Institute of Standards and Technology, Commerce",66345,013-2016/2016-0500-000,Department of Commerce
3669,013-0500,National Institute of Standards and Technology,"Scientific and Technical Research and Services, National Institute of Standards and Technology, Commerce",70467,013-2017/2017-0500-000,Department of Commerce
3669,013-0500,National Institute of Standards and Technology,"Scientific and Technical Research and Services, National Institute of Standards and Technology, Commerce",73417,013-2018/2018-0500-000,Department of Commerce
3669,013-0500,National Institute of Standards and Technology,"Scientific and Technical Research and Services, National Institute of Standards and Technology, Commerce",4583,013-X-0500-000,Department of Commerce
3670,013-0513,National Institute of Standards and Technology,"Wireless Innovation(WIN) Fund, National Institute of Standards and Technology, Commerce",66444,013-2012/2022-0513-000,Department of Commerce
3671,013-0514,National Institute of Standards and Technology,"Construction of Research Facilities - Recovery Act, National Institute of Standards and Technology, Commerce",NA,NA,Department of Commerce
3672,013-0515,National Institute of Standards and Technology,"Construction of Research Facilities, National Institute of Standards and Technology, Commerce",4584,013-X-0515-000,Department of Commerce
3673,013-0516,National Telecommunications and Information Administration,"State and Local Implementation Fund, National Telecommunications and Information Administration, Commerce",55119,013-2012/2022-0516-000,Department of Commerce
3674,013-0525,National Institute of Standards and Technology,"Industrial Technology Services, National Institute of Standards and Technology, Commerce",4585,013-X-0525-000,Department of Commerce
3675,013-0549,National Institute of Standards and Technology,"Scientific and Technical Research and Services - Recovery Act, National Institute of Standards and Technology, Commerce",40324,013-2009/2010-0549-000,Department of Commerce
3675,013-0549,National Institute of Standards and Technology,"Scientific and Technical Research and Services - Recovery Act, National Institute of Standards and Technology, Commerce",40490,013-X-0549-000,Department of Commerce
3676,013-0550,National Telecommunications and Information Administration,"Salaries and Expenses, National Telecommunications and Information Administration, Commerce",38501,013-2009/2010-0550-000,Department of Commerce
3676,013-0550,National Telecommunications and Information Administration,"Salaries and Expenses, National Telecommunications and Information Administration, Commerce",43021,013-2010/2011-0550-000,Department of Commerce
3676,013-0550,National Telecommunications and Information Administration,"Salaries and Expenses, National Telecommunications and Information Administration, Commerce",46977,013-2011/2012-0550-000,Department of Commerce
3676,013-0550,National Telecommunications and Information Administration,"Salaries and Expenses, National Telecommunications and Information Administration, Commerce",54139,013-2012/2012-0550-000,Department of Commerce
3676,013-0550,National Telecommunications and Information Administration,"Salaries and Expenses, National Telecommunications and Information Administration, Commerce",53324,013-2012/2013-0550-000,Department of Commerce
3676,013-0550,National Telecommunications and Information Administration,"Salaries and Expenses, National Telecommunications and Information Administration, Commerce",56660,013-2013/2013-0550-000,Department of Commerce
3676,013-0550,National Telecommunications and Information Administration,"Salaries and Expenses, National Telecommunications and Information Administration, Commerce",56665,013-2013/2014-0550-000,Department of Commerce
3676,013-0550,National Telecommunications and Information Administration,"Salaries and Expenses, National Telecommunications and Information Administration, Commerce",59267,013-2014/2015-0550-000,Department of Commerce
3676,013-0550,National Telecommunications and Information Administration,"Salaries and Expenses, National Telecommunications and Information Administration, Commerce",63192,013-2015/2016-0550-000,Department of Commerce
3676,013-0550,National Telecommunications and Information Administration,"Salaries and Expenses, National Telecommunications and Information Administration, Commerce",66349,013-2016/2017-0550-000,Department of Commerce
3676,013-0550,National Telecommunications and Information Administration,"Salaries and Expenses, National Telecommunications and Information Administration, Commerce",70473,013-2017/2018-0550-000,Department of Commerce
3676,013-0550,National Telecommunications and Information Administration,"Salaries and Expenses, National Telecommunications and Information Administration, Commerce",73422,013-2018/2019-0550-000,Department of Commerce
3676,013-0550,National Telecommunications and Information Administration,"Salaries and Expenses, National Telecommunications and Information Administration, Commerce",4587,013-X-0550-000,Department of Commerce
3677,013-0551,National Telecommunications and Information Administration,"Public Telecommunications Facilities, Planning and Construction, National Telecommunications and Information, Commerce",4588,013-X-0551-000,Department of Commerce
3678,013-0552,National Telecommunications and Information Administration,"Information Infrastructure Grants, National Telecommunications and Information Administration, Commerce",4589,013-X-0552-000,Department of Commerce
3679,013-0554,National Telecommunications and Information Administration,"Broadband Technology Opportunities Program - Recovery Act, National Telecommunications and Information Administration, Commerce",40452,013-2009/2010-0554-000,Department of Commerce
