"Agency","Subagency","accountID","Title","Obligation","Unobligated"
"Department of Homeland Security","Office of Health Affairs",1866,"Operations and Support, National Protection and Programs Directorate, Homeland Security",166554161.24,25297546.5
"Department of Homeland Security","Federal Emergency Management Agency",1880,"Federal Assistance, Federal Emergency Management Agency, Homeland Security",2187206495.4,838669424.92
"Department of Homeland Security","Federal Emergency Management Agency",1920,"Operations and Support, Federal Emergency Management Agency, Homeland Security",1133069104.53,39558195.76
"Department of Homeland Security","Federal Emergency Management Agency",1907,"State and Local Programs, Federal Emergency Management Agency, Homeland Security",55951002.1,73687547.33
"Department of Homeland Security","Federal Emergency Management Agency",1890,"Office of Domestic Preparedness, Federal Emergency Management Agency, Homeland Security",0,0
"Department of Homeland Security","Federal Emergency Management Agency",1908,"Firefighter Assistance Grants, Federal Emergency Management Agency, Homeland Security",703230157.75,50968349.12
"Department of Homeland Security","Federal Emergency Management Agency",1931,"Emergency Management Performance Grants, Federal Emergency Management Agency, Homeland Security",6496547.99,16533636.47
"Department of Homeland Security","Federal Emergency Management Agency",1928,"Radiological Emergency Preparedness Program, Federal Emergency Management Agency, Homeland Security",39355167,10947689.74
"Department of Homeland Security","Federal Emergency Management Agency",1909,"United States Fire Administration, Federal Emergency Management Agency, Homeland Security",222117.07,5225371.52
"Department of Homeland Security","Federal Emergency Management Agency",1922,"Disaster Relief, Federal Emergency Management Agency, Homeland Security",13166956171.39,3365423775.37
"Department of Homeland Security","Federal Emergency Management Agency",1883,"Flood Hazard Mapping and Risk Analysis Program, Federal Emergency Management Agency, Homeland Security",26459958.41,13235386.83
"Department of Homeland Security","Federal Emergency Management Agency",1944,"National Flood Insurance Fund, Federal Emergency Management Agency, Homeland Security",5247116066,5596921926.17
"Department of Homeland Security","Federal Emergency Management Agency",1972,"National Flood Insurance Reserve Fund, Homeland Security",1652406903.43,750204247.3
"Department of Homeland Security","Federal Emergency Management Agency",1929,"National Predisaster Mitigation Fund, Federal Emergency Management Agency, Homeland Security",63473643.33,86301618.85
"Department of Homeland Security","Federal Emergency Management Agency",1921,"Grant Programs, Emergency Preparedness and Response, Homeland Security",0,0.05
"Department of Homeland Security","Federal Emergency Management Agency",1924,"Emergency Food and Shelter, Federal Emergency Management Agency, Homeland Security",0,0.07
"Department of Homeland Security","Federal Emergency Management Agency",1925,"Preparedness, Mitigation, Response, and Recovery, Federal Emergency Management Agency, Homeland Security",0,81048.14
"Department of Homeland Security","Federal Emergency Management Agency",1926,"Administrative and Regional Operations, Emergency Preparedness and Response, Homeland Security",0,1672.31
"Department of Homeland Security","Federal Emergency Management Agency",1923,"Disaster Assistance Direct Loan Program Account, Federal Emergency Management Agency, Homeland Security",13796049.34,128187002.58
"Department of Homeland Security","Federal Emergency Management Agency",1881,"Procurement, Construction, and Improvements, Federal Emergency Management Agency, Homeland Security",27112290.4,8160709.6
"Department of Homeland Security","Citizenship and Immigration Services",1869,"Operations and Support, United States Citizenship and Immigration Services, Homeland Security",104951406.8,25231477.01
"Department of Homeland Security","Citizenship and Immigration Services",1951,"Immigration Examination Fees, Immigration Services, Homeland Security",3797549752.87,1168251736.02
"Department of Homeland Security","Citizenship and Immigration Services",1953,"Immigration Services, H-1 B Funded, Homeland Security",13979999.45,20137312.61
"Department of Homeland Security","Citizenship and Immigration Services",1958,"H-1B and L Fraud Prevention and Detection Account, Citizenship and Immigration Services, Homeland Security",45263415.61,41829227.75
"Department of Homeland Security","Citizenship and Immigration Services",1876,"Procurement, Construction, and Improvements, United States Citizenship and Immigration Services, Homeland Security",15226999.82,0.18
"Department of Homeland Security","Federal Law Enforcement Training Center",1888,"Operations and Support, Federal Law Enforcement Training Center, Homeland Security",338432804.37,35977438.71
"Department of Homeland Security","Federal Law Enforcement Training Center",1889,"Procurement, Construction, and Improvements, Federal Law Enforcement Training Center, Homeland Security",23636469.29,91429366.8
"Department of Homeland Security","Science and Technology",1933,"Operations and Support, Science and Technology, Homeland Security",447652424.49,157997839.83
"Department of Homeland Security","Science and Technology",1939,"Management and Administration, Science and Technology, Homeland Security",2339393.83,2747075.34
"Department of Homeland Security","Science and Technology",1936,"Research and Development, Science and Technology, Homeland Security",368246452.68,137945954.65
"Department of Homeland Security","Domestic Nuclear Detection Office",1941,"Operations and Support, Domestic Nuclear Detection Office, Homeland Security",113243533.24,2412425.39
"Department of Homeland Security","Domestic Nuclear Detection Office",1940,"Research and Development, Domestic Nuclear Detection Office, Homeland Security",176058320.81,20276937.45
