"Agency","Subagency","accountID","Title","Obligation","Unobligated"
"Department of Housing and Urban Development","Community Planning and Development",2313,"Home Investment Partnerships Program, Community and Planning Development, Housing and Urban Development",610688537.12,496601914.45
"Department of Housing and Urban Development","Community Planning and Development",2383,"Housing Trust Fund, Community Planning and Development, Housing and Urban Development",172533095.94,269236075.56
"Department of Housing and Urban Development","Community Planning and Development",2303,"Self-Help and Assisted Homeownership Opportunity Program, Community Planning and Development, Housing and Urban Development",35000000,51559062.25
"Department of Housing and Urban Development","Community Planning and Development",2350,"Neighborhood Stabilization Program, Community Planning and Development, Housing and Urban Development",0,170352.03
"Department of Housing and Urban Development","Community Planning and Development",2308,"Homeless Assistance Grants, Community Planning and Development, Housing and Urban Development",1919555179.44,2278752686.7
"Department of Housing and Urban Development","Community Planning and Development",2348,"Permanent Supportive Housing, Housing and Urban Development",0,0
"Department of Housing and Urban Development","Community Planning and Development",2335,"Rural Housing and Economic Development, Public and Indian Housing, Housing and Urban Development",0,1371011.75
"Department of Housing and Urban Development","Community Planning and Development",2361,"Revolving Fund, Liquidating Programs, Housing and Urban Development",0,110000
"Department of Housing and Urban Development","Community Planning and Development",2311,"Community Development Loan Guarantees Program Account, Community Planning and Development, Housing and Urban Development",0,1058832.6
"Department of Housing and Urban Development","Community Planning and Development",2369,"Section 8-Community Development Guaranteed Loans, Liquidating Account, Housing and Urban Development",0,0.5
"Department of Housing and Urban Development","Housing Programs",2325,"Project-Based Rental Assistance, Housing Programs, Housing and Urban Development",4275460071.6,2294262935.64
"Department of Housing and Urban Development","Housing Programs",2334,"Housing for the Elderly, Housing Programs, Housing and Urban Development",225851503.08,242936947.99
"Department of Housing and Urban Development","Housing Programs",2322,"Housing for Persons with Disabilities, Housing Programs, Housing and Urban Development",63952358.55,113176347.94
"Department of Housing and Urban Development","Housing Programs",2298,"Housing Counseling Assistance, Housing Programs, Housing and Urban Development",16053.57,33317200.71
"Department of Housing and Urban Development","Housing Programs",2357,"Energy Innovation Fund, Housing Programs, Housing and Urban Development",0,18883838.22
"Department of Housing and Urban Development","Housing Programs",2359,"Emergency Homeowner's Relief Fund, Housing Programs, Housing and Urban Development",0,329430981.54
"Department of Housing and Urban Development","Housing Programs",2365,"College Housing Loans, Housing and Urban Development",0,12336221.08
"Department of Housing and Urban Development","Housing Programs",2297,"Rental Housing Assistance, Housing Programs, Housing and Urban Development",4483300,38647189.8
"Department of Housing and Urban Development","Housing Programs",2294,"Rent Supplement, Housing Programs, Housing and Urban Development",873129,4976872.14
"Department of Housing and Urban Development","Housing Programs",2309,"Homeownership and Opportunity for People Everywhere Grants (HOPE Grants), Housing Programs, Housing and Urban Development",0,1070.91
"Department of Housing and Urban Development","Housing Programs",2362,"Rental Housing Assistance Fund, Federal Housing Administration, Housing and Urban Development",0,10603195.56
"Department of Housing and Urban Development","Housing Programs",2364,"Flexible Subsidy Fund, Housing Programs, Housing and Urban Development",0,502130405.53
"Department of Housing and Urban Development","Housing Programs",2349,"Home Ownership Preservation Entity Fund Program Account, Housing and Urban Development",0,7319666.33
"Department of Housing and Urban Development","Housing Programs",2367,"Nehemiah Housing Opportunity Fund, Housing and Urban Development",0,73500
"Department of Housing and Urban Development","Housing Programs",2304,"Mutual Mortgage Insurance Program Account, Federal Housing Administration, Housing and Urban Development",37779675.06,115524255.29
"Department of Housing and Urban Development","Housing Programs",2321,"FHA, Mutual Mortgage Insurance Capital Reserve Account, Housing and Urban Development",0,38933062193.29
"Department of Housing and Urban Development","Housing Programs",2366,"Federal Housing Administration Fund, Housing and Urban Development",17562933.19,6940296.29
"Department of Housing and Urban Development","Housing Programs",2312,"General and Special Risk Program Account, Federal Housing Administration, Housing and Urban Development",0,1923549389.71
"Department of Housing and Urban Development","Housing Programs",2368,"FHA-General and Special Risk Insurance Fund Liquidating Account, Housing and Urban Development",44368830.4,182425986.83
"Department of Housing and Urban Development","Housing Programs",2371,"Housing for the Elderly or Handicapped Fund, Housing and Urban Development",687301.69,5469581.76
"Department of Housing and Urban Development","Housing Programs",2382,"Manufactured Housing Fees Trust Fund, Housing Programs, Housing and Urban Development",980029.44,6998371.89
"Department of Housing and Urban Development","Government National Mortgage Association",2323,"Guarantees of Mortgage-Backed Securities Capital Reserve Account, Government National Mortgage Association, Housing and Urban Development",0,16002950939.92
"Department of Housing and Urban Development","Government National Mortgage Association",2305,"Guarantees of Mortgage-Backed Securities Loan Guarantees, Program Account, Government National Mortgage Association, Housing and Urban Development, 1992",139533168.79,700053045.86
"Department of Housing and Urban Development","Government National Mortgage Association",2372,"Guarantees of Mortgage-Backed Securities Fund, Government National Mortgage Association, Housing and Urban Development",95615.24,99754944.12
"Department of Housing and Urban Development","Policy Development and Research",2293,"Research and Technology, Policy Development and Research, Housing and Urban Development",30157124.73,52142597.21
