"sub","name","size"
"Surface Transportation Board","M ARTHUR GENSLER JR & ASSOCIATES INC",236984.81
"Surface Transportation Board","ENTERPRISE INFORMATION SERVICE",200526.06
"Surface Transportation Board","AMSTAR INC",33210.3
"Surface Transportation Board","MIRADOR ENTERPRISES INC",24664
"Surface Transportation Board","GOVSOLUTIONS INC",14750
"Surface Transportation Board","AVIAR COMMERCIAL SPACE PLANNING AND DESIGN INCORPORATED",14555.47
"Surface Transportation Board","TCS OF AMERICA ENTERPRISES LLC",6474.36
"Technology Transformation Service","TRUETANDEM LLC",985452.8
"Technology Transformation Service","NCI INFORMATION SYSTEMS INC",851954.32
"Technology Transformation Service","FLEXION INC",553033.78
"Technology Transformation Service","EQUIFAX INFORMATION SERVICES LLC",265424
"Technology Transformation Service","MINBURN TECHNOLOGY GROUP LLC",223380
"Technology Transformation Service","SEAMON CORPORATION",221244.13
"Technology Transformation Service","METROSTAR SYSTEMS INC",219398.4
"Technology Transformation Service","HACKERONE INC",169410
"Technology Transformation Service","CARAHSOFT TECHNOLOGY CORPORATION",129329.23
"Technology Transformation Service","SILOSMASHERS INC",119000
"The Council of the Inspectors General on Integrity and Efficiency","AMERICAN UNIVERSITY",592750
"The Council of the Inspectors General on Integrity and Efficiency","APPLY SYNERGIES LLC",238933
"The Council of the Inspectors General on Integrity and Efficiency","CANTON GROUP LIMITED LIABILITY COMPANY",122284.2
"The Council of the Inspectors General on Integrity and Efficiency","LEADER FUEL CENTER LLC THE",70000
"The Council of the Inspectors General on Integrity and Efficiency","PALMETTO HOSPITALITY OF WASHINGTON DC II LLC",33750
"The Council of the Inspectors General on Integrity and Efficiency","MIDDLEMAN LOUIS I",31500
"The Council of the Inspectors General on Integrity and Efficiency","BECKY KENNEDY PRESENTS",28500
"The Council of the Inspectors General on Integrity and Efficiency","RAMBOW SOLUTIONS LLC",28000
"The Council of the Inspectors General on Integrity and Efficiency","MCI COMMUNICATIONS SERVICES INC",27177.84
"The Council of the Inspectors General on Integrity and Efficiency","CELLCO PARTNERSHIP",25000
"Transportation Security Administration","DSA DETECTION LLC",976518.17
"Transportation Security Administration","HERMAN MILLER INC",969762.12
"Transportation Security Administration","LOGISTICS SYSTEMS INCORPORATED",967567.32
"Transportation Security Administration","NORTHEAST LOGISTICS SYSTEMS LLC THE",950544
"Transportation Security Administration","STRATEGIC ALLIANCE BUSINESS GROUP LLC",947520
"Transportation Security Administration","V3 GATE TEAM LLP",933413.14
"Transportation Security Administration","CARAHSOFT TECHNOLOGY CORPORATION",931730.45
"Transportation Security Administration","VERGYS LLC",928720
"Transportation Security Administration","DESKO GESELLSCHAFT FUR DATENEINGABESYSTEME & DATENEINGABEKONZEPTE MBH",882682.46
"Transportation Security Administration","CRISIS1 LLC",847224
"U.S. Army Corps of Engineers - Civil Program Financing Only","ETRAC INC",999730.42
"U.S. Army Corps of Engineers - Civil Program Financing Only","DSS SERVICES INC",998476
"U.S. Army Corps of Engineers - Civil Program Financing Only","HYATT SURVEY SERVICES INC",997389.06
"U.S. Army Corps of Engineers - Civil Program Financing Only","L D C CONSTRUCTION CO INC",994316.5
"U.S. Army Corps of Engineers - Civil Program Financing Only","LKE CORP",988698.5
"U.S. Army Corps of Engineers - Civil Program Financing Only","P & S BOAT RENTAL CO INC",988183.58
"U.S. Army Corps of Engineers - Civil Program Financing Only","EXP FEDERAL INC",983706.53
"U.S. Army Corps of Engineers - Civil Program Financing Only","GRYPHON ENVIRONMENTAL LLC",982407.84
"U.S. Army Corps of Engineers - Civil Program Financing Only","WESTON SOLUTIONS INC",975476.18
"U.S. Army Corps of Engineers - Civil Program Financing Only","CWE",974286.79
"U.S. Census Bureau","NORTH AMERICAN SECURITY INCORPORATED",976651.41
"U.S. Census Bureau","ACTIONET INC",962847.92
"U.S. Census Bureau","A & T SYSTEMS INC",950000
"U.S. Census Bureau","SABRE SYSTEMS INC",932793.84
"U.S. Census Bureau","TRIVIR LLC",924716.58
"U.S. Census Bureau","DUKE ENERGY PROGRESS INC",911783.47
"U.S. Census Bureau","TECHNOLOGY SOLUTIONS PROVIDER INC",899512.03
"U.S. Census Bureau","PAE PROFESSIONAL SERVICES LLC",884360
"U.S. Census Bureau","CFO LEASING INC",873240.74
"U.S. Census Bureau","WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY",843263.8
"U.S. Citizenship and Immigration Services","VERGYS LLC",890895.28
"U.S. Citizenship and Immigration Services","MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION",837887.5
"U.S. Citizenship and Immigration Services","RITAS TAPE MEDIA LLC",830137.05
"U.S. Citizenship and Immigration Services","COOK & SCHMID LLC",778800
"U.S. Citizenship and Immigration Services","PPT SOLUTIONS INC",767753.36
"U.S. Citizenship and Immigration Services","DEAF ACCESS SOLUTIONS INC",754038.42
"U.S. Citizenship and Immigration Services","ALETHIX LLC",749931.6
"U.S. Citizenship and Immigration Services","QUIJOTE CORPORATION",743249.26
"U.S. Citizenship and Immigration Services","MAXISOFT CORPORATION",687012.42
"U.S. Citizenship and Immigration Services","PITNEY BOWES INC",678205.02
"U.S. Coast Guard","LEADING TECH CONSTRUCTION CO",999949.36
"U.S. Coast Guard","MS CLEAN SERVICES INC",999695.73
"U.S. Coast Guard","MERLIN INTERNATIONAL INC",995912.98
"U.S. Coast Guard","LIVINGSTON SLONE INC",995667
"U.S. Coast Guard","CRAWFORD CONSULTING SERVICES INC",992589.17
"U.S. Coast Guard","B & B MARKETING ENTERPRISES LLLP",984928
"U.S. Coast Guard","NORTH CAROLINA BUSINESS ENTERPRISE PROGRAM",979144.69
"U.S. Coast Guard","T3W BUSINESS SOLUTIONS INC",976633
"U.S. Coast Guard","CHELTON INC",974267.78
"U.S. Coast Guard","TERMA NORTH AMERICA INC",970639.99
"U.S. Customs and Border Protection","ZANTECH IT SERVICES INC",999328.48
"U.S. Customs and Border Protection","CIVILITY MANAGEMENT SOLUTIONS LLC",997462.56
"U.S. Customs and Border Protection","GIBBS CONTRACTING INC",996387.66
"U.S. Customs and Border Protection","ENGINEERING ENVIRONMENTAL MANAGEMENT INCORPORATED",992375.32
"U.S. Customs and Border Protection","TACTICAL MICRO INC",985446.78
"U.S. Customs and Border Protection","CADUCEUS HEALTHCARE INC",985000
"U.S. Customs and Border Protection","AT&T MOBILITY LLC",962023.86
"U.S. Customs and Border Protection","NORTHERN CHEYENNE CONTRACTORS",960893.34
"U.S. Customs and Border Protection","JPI",936767.95
"U.S. Customs and Border Protection","PREMIER MANAGEMENT CORPORATION",930700.8
"U.S. Fish and Wildlife Service","GERANIOS ENTERPRISES INC",974397.6
"U.S. Fish and Wildlife Service","BURTON CONSTRUCTION INC",969473.7
"U.S. Fish and Wildlife Service","UFL INC",950465.52
"U.S. Fish and Wildlife Service","CROWLEY HOLDINGS LLC",947770.07
"U.S. Fish and Wildlife Service","SHORT-ELLIOTT-HENDRICKSON INCORPORATED",936407.33
"U.S. Fish and Wildlife Service","MHM SERVICES INCORPORATED",931463.79
"U.S. Fish and Wildlife Service","PRICEWATERHOUSECOOPERS PUBLIC SECTOR LLP",914593.4
"U.S. Fish and Wildlife Service","HYDRA ENGINEERING & CONSTRUCTION LLC",881020.58
"U.S. Fish and Wildlife Service","BRASADA FORD LTD",875627
"U.S. Fish and Wildlife Service","TRUCK COUNTRY OF WISCONSIN INC",867163
"U.S. Geological Survey","TSI ENGINEERING INC",994996
"U.S. Geological Survey","INTEGRITY APPLICATIONS INCORPORATED",916420.46
"U.S. Geological Survey","GOVERNMENT SCIENTIFIC SOURCE INCORPORATED",901849.8
"U.S. Geological Survey","AVAYA FEDERAL SOLUTIONS INC",858170.46
"U.S. Geological Survey","WESTERLY ENTERPRISES LLC",858121.57
"U.S. Geological Survey","JOE DANIELS CONSTRUCTION CO INC",826370.99
"U.S. Geological Survey","FORD MOTOR COMPANY",823753
"U.S. Geological Survey","ELSEVIER BV",821557.46
"U.S. Geological Survey","CGG CANADA SERVICES LTD",821332
"U.S. Geological Survey","GENERAL MOTORS LLC",792926
"U.S. Immigration and Customs Enforcement","OPTIMO INFORMATION TECHNOLOGY LLC",998400
"U.S. Immigration and Customs Enforcement","KNIGHTS ARMAMENT COMPANY",971663.66
"U.S. Immigration and Customs Enforcement","GLOBAL RESOURCE SOLUTIONS INC",960710.4
"U.S. Immigration and Customs Enforcement","MANTECH M S M SECURITY SERVICE",954649.15
"U.S. Immigration and Customs Enforcement","GLOBAL NETWORK SYSTEMS OF MARYLAND INC",947526.75
"U.S. Immigration and Customs Enforcement","LIONBRIDGE GLOBAL SOLUTIONS II INC",940872.15
"U.S. Immigration and Customs Enforcement","ECLINICALWORKS LLC",940737.96
"U.S. Immigration and Customs Enforcement","ENVISAGE TECHNOLOGIES CORPORATION",934088.05
"U.S. Immigration and Customs Enforcement","TENICA AND ASSOCIATES LLC",924308.37
"U.S. Immigration and Customs Enforcement","ERNST & YOUNG LLP",919579.28
"U.S. Marshals Service","PEN-LINK LTD",987531
"U.S. Marshals Service","INTERNATIONAL RECOVERY & REMARKETING GROUP LLC",952659.74
"U.S. Marshals Service","DOMESTIC AWARDEES UNDISCLOSED",930075.7
"U.S. Marshals Service","LIONHEART ALLIANCE LLC",920267.06
"U.S. Marshals Service","VISTA OUTDOOR SALES LLC",900566.05
"U.S. Marshals Service","NATIONAL CENTER FOR MISSING AND EXPLOITED CHILDREN THE",853960
"U.S. Marshals Service","RESOLUTION ECONOMICS GROUP LLC",823000
"U.S. Marshals Service","KNOWMADICS INC",777280
"U.S. Marshals Service","AMERICAN SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS INC",737647.36
"U.S. Marshals Service","COMPUCRAFT INC",731270
"U.S. Patent and Trademark Office","BZ-JV LLC",984719.96
"U.S. Patent and Trademark Office","LYNX NETWORKING INC",975850
"U.S. Patent and Trademark Office","BIOCCELERATION INC",955964
"U.S. Patent and Trademark Office","EIGHTH DAY DESIGN INC",942678.82
"U.S. Patent and Trademark Office","NGEN LLC",940323.66
"U.S. Patent and Trademark Office","AMERICAN INSTITUTES FOR RESEAR",905625
"U.S. Patent and Trademark Office","BUREAU OF NATIONAL AFFAIRS INC THE",888582.97
"U.S. Patent and Trademark Office","GARTNER INC",858995
"U.S. Patent and Trademark Office","WEST PUBLISHING CORPORATION",855343.74
"U.S. Patent and Trademark Office","ACCENTURE NATIONAL SECURITY SERVICES LIMITED LIABILITY COMPANY",816003.44
"U.S. Postal Service","FORD MOTOR COMPANY",485536
"U.S. Postal Service","GENERAL MOTORS LLC",455153
"U.S. Postal Service","NATIONAL INDUSTRIES FOR THE BLIND",175935
"U.S. Postal Service","FEDERAL PRISON INDUSTRIES INC",53578.5
"U.S. Postal Service","ELA GROUP INC",47850
"U.S. Postal Service","STAG ENTERPRISE INC",47268
"U.S. Postal Service","INTERFACE CONSTRUCTION CORPORATION",11150
"U.S. Postal Service","HAMILTON PRODUCTS GROUP INC",5256.16
"U.S. Postal Service","J & L AMERICA INC",5231.77
"U.S. Postal Service","WILSON 5 SERVICE COMPANY INC",4400
"U.S. Secret Service","BERLA CORPORATION",999999
"U.S. Secret Service","ANNAMS SYSTEMS CORPORATION",971719
"U.S. Secret Service","GTSI CORP",970180.16
"U.S. Secret Service","BRIMTEK INC",938583.84
"U.S. Secret Service","SIXT GMBH & CO AUTOVERMIETUNG KG",894741.31
"U.S. Secret Service","TACTICAL & SURVIVAL SPECIALTIES INC",806575.75
"U.S. Secret Service","BABEL STREET",784594
"U.S. Secret Service","MELWOOD HORTICULTURAL TRAINING CENTER INC",765069.5
"U.S. Secret Service","TROFHOLZ TECHNOLOGIES INC",763041.21
"U.S. Secret Service","XEROX CORPORATION",760027.56
"U.S. Special Operations Command","LUNA INNOVATIONS INCORPORATED",999992
"U.S. Special Operations Command","IDEALS INC",991040.21
"U.S. Special Operations Command","VAWD APPLIED SCIENCE & TECHNOLOGY CORPORATION",986399
"U.S. Special Operations Command","FIRSTSPEAR LLC",959986.42
"U.S. Special Operations Command","LOYAL SOURCE GOVERNMENT SERVICES LLC",952641.05
"U.S. Special Operations Command","FEDERAL RESOURCES SUPPLY COMPANY",947537.38
"U.S. Special Operations Command","QUIET PROFESSIONALS LLC",941693.62
"U.S. Special Operations Command","MCMANIS ASSOCIATES INC",938808.12
"U.S. Special Operations Command","TELOS CORPORATION",937871.58
"U.S. Special Operations Command","SKYDIVE ARIZONA INC",935804
"USTRANSCOM","CGI FEDERAL INC",930685.42
"USTRANSCOM","GENERAL DYNAMICS MISSION SYSTEMS INC",919105.13
"USTRANSCOM","GOVSMART INC",900594.88
"USTRANSCOM","EAGLE TG LLC",892941.6
"USTRANSCOM","FEDERAL EXPRESS CORPORATION",775117
"USTRANSCOM","PARAGON TECHNOLOGY GROUP INC",656036.08
"USTRANSCOM","CLIENTSERVER SOFTWARE SOLUTIONS INC",591028.2
"USTRANSCOM","STERLING COMPUTERS CORPORATION",556953.28
"USTRANSCOM","AEGIS STRATEGIES LLC",540928.71
"USTRANSCOM","CARAHSOFT TECHNOLOGY CORPORATION",533658.96
"Uniformed Services University of the Health Sciences","CONCURRENT TECHNOLOGIES CORPORATION",650000
"Uniformed Services University of the Health Sciences","CORINTHIAN CONTRACTORS INC",608792
"Uniformed Services University of the Health Sciences","HYPERION BIOTECHNOLOGY INC",564408.08
"Uniformed Services University of the Health Sciences","DLT SOLUTIONS LLC",485804.15
"Uniformed Services University of the Health Sciences","STERLING COMPUTERS CORPORATION",485068.8
"Uniformed Services University of the Health Sciences","ELSEVIER BV",442540.74
"Uniformed Services University of the Health Sciences","ALLENTOWN INC",327148.28
"Uniformed Services University of the Health Sciences","LM INFORMATION DELIVERY  INC",280592.32
"Uniformed Services University of the Health Sciences","ACCREDITATION COUNCIL FOR GRADUATE MEDICAL EDUCATION",261800
"Uniformed Services University of the Health Sciences","BATTLE CREEK CONSTRUCTION LLC",259584.33
"United States Chemical Safety Board","SANDY GILMOUR COMMUNICATIONS LLC",399864.15
"United States Chemical Safety Board","ABSG CONSULTING INC",231684.19
"United States Chemical Safety Board","GOVERNMENT ACQUISITIONS INC",135789.99
"United States Chemical Safety Board","DAVID TONICK ENTERPRISES INC",89951.63
"United States Chemical Safety Board","ATLAS ENGINEERING INC",81811.22
"United States Chemical Safety Board","BRIEM & ASSOCIATES INC",48000
"United States Chemical Safety Board","CELLCO PARTNERSHIP DBA VERIZON WIRELESS",47840.77
"United States Chemical Safety Board","CAREERSTONE GROUP LLC",44969
"United States Chemical Safety Board","ASPEN TECHNOLOGY INC",40519
"United States Chemical Safety Board","LAZ PARKING LTD LLC",38373.12
"United States Mint","IRON SWORD ENTERPRISES LLC",947400
"United States Mint","MINBURN TECHNOLOGY GROUP LLC",941555.04
"United States Mint","S&S GRAPHICS LLC",913944.73
"United States Mint","COIN CORP INTERNATIONAL",889900
"United States Mint","PUBCO PRODUCTS INTERNATIONAL INC",841873
"United States Mint","DURALOY TECHNOLOGIES INC",777120
"United States Mint","PRICEWATERHOUSECOOPERS PUBLIC SECTOR LLP",750949.38
"United States Mint","RESTALL PAUL COMPANY INC",733670.24
"United States Mint","POINT SECURITY INC",706070
"United States Mint","GRAEBENER PRESS SYSTEMS INC",689093.02
"United States Trade and Development Agency","MERIDIAN INTERNATIONAL CENTER",973914.28
"United States Trade and Development Agency","BUSINESS COUNCIL FOR INTERNATIONAL UNDERSTANDING INC THE",905372.49
"United States Trade and Development Agency","FUTRON AVIATION CORPORATION",752937
"United States Trade and Development Agency","TUATARA GROUP LLC",570301
"United States Trade and Development Agency","IT SHOWS INC",548930.12
"United States Trade and Development Agency","EASTERN RESEARCH GROUP INC",539900
"United States Trade and Development Agency","GENERAL DYNAMICS INFORMATION TECHNOLOGY INC",528270.68
"United States Trade and Development Agency","AMERICAN NATIONAL STANDARDS INSTITUTE INCORPORATED",511070
"United States Trade and Development Agency","TSRC INC",485288.91
"United States Trade and Development Agency","EXPERIENT INC",447246.24
"Veterans Employment and Training Services","BOOZ ALLEN HAMILTON INC",758985
"Veterans Employment and Training Services","ICF INCORPORATED LLC",378125
"Veterans Employment and Training Services","MANAGEMENT CONCEPTS INC",350000
"Veterans Employment and Training Services","CELLCO PARTNERSHIP DBA VERIZON WIRELESS",93390.05
"Veterans Employment and Training Services","CDW GOVERNMENT INC",62605.44
"Veterans Employment and Training Services","CARTRIDGE TECHNOLOGIES INC",50000
"Veterans Employment and Training Services","LEGEND CONSTRUCTION AND PAINTING INC",45786.62
"Veterans Employment and Training Services","MOI INC",28618.15
"Veterans Employment and Training Services","BAHFED CORP",25798.85
"Veterans Employment and Training Services","XEROX CORPORATION",8543.09
"Wage and Hour Division","AT&T MOBILITY LLC",867848.6
