"Agency","Subagency","Title","federal_account_code","q","fy","reporting_period_end","Obligation","Unobligated"
"Department of Homeland Security","United States Coast Guard","Yard Fund, USCG, Homeland Security","070-4743","2","2017","2017-03-31",60068152.76,161871739.92
"Department of Homeland Security","United States Customs Service","Harbor Maintenance Fee Collection, USCS, Homeland Security","070-8870","2","2017","2017-03-31",0,3274000
"Department of Homeland Security","United States Customs Service","Refunds and Drawbacks, United States Customs Service (Indefinite), Treasury","070-0505","2","2017","2017-03-31",831728847.16,642271152.84
"Department of Homeland Security","United States Customs Service","Trust Fund Share of Expenses, USCG, Homeland Security","070-8314","2","2017","2017-03-31",1282373191.36,191633509.27
"Department of Homeland Security","United States Secret Service","Acquisition, Construction, Improvements, and Related Expenses, United States Secret Service, Homeland Security","070-0401","2","2017","2017-03-31",18777251.88,35659019.01
"Department of Homeland Security","United States Secret Service","Contribution for Annuity Benefits, United States Secret Service, Homeland Security","070-0405","2","2017","2017-03-31",103925704.88,161074295.12
"Department of Homeland Security","United States Secret Service","Research and Development, United States Secret Service, Homeland Securty","070-0804","2","2017","2017-03-31",0,143430
"Department of Homeland Security","United States Secret Service","Salaries and Expenses, United States Secret Service, Homeland Security","070-0400","2","2017","2017-03-31",837747779.06,403862704.24
"Department of Housing and Urban Development","Community Planning and Development","Brownfields Redevelopment, Community Planning and Development, Housing and Urban Development","086-0314","2","2017","2017-03-31",0,114717.5
"Department of Housing and Urban Development","Community Planning and Development","Community Development Fund, Community Planning and Development, Housing and Urban Development","086-0162","2","2017","2017-03-31",5900635284.42,3932550331.91
"Department of Housing and Urban Development","Community Planning and Development","Community Development Loan Guarantees Program Account, Community Planning and Development, Housing and Urban Development","086-0198","2","2017","2017-03-31",0,2476253.2
"Department of Housing and Urban Development","Community Planning and Development","Empowerment Zones/Enterprise Communities, Community Planning and Development, Housing and Urban Development","086-0315","2","2017","2017-03-31",0,118000
"Department of Housing and Urban Development","Community Planning and Development","Home Investment Partnerships Program, Community and Planning Development, Housing and Urban Development","086-0205","2","2017","2017-03-31",213760073.84,63913895.32
"Department of Housing and Urban Development","Community Planning and Development","Homeless Assistance Grants, Community Planning and Development, Housing and Urban Development","086-0192","2","2017","2017-03-31",2127250330.98,1024104721.73
"Department of Housing and Urban Development","Community Planning and Development","Housing Opportunities for Persons with AIDS, Community Planning and Development, Housing and Urban Development","086-0308","2","2017","2017-03-31",77420433,22395290.81
"Department of Housing and Urban Development","Community Planning and Development","Housing Trust Fund, Community Planning and Development, Housing and Urban Development","086-8560","2","2017","2017-03-31",111732448,280626303.29
"Department of Housing and Urban Development","Community Planning and Development","Neighborhood Stabilization Program, Community Planning and Development, Housing and Urban Development","086-0344","2","2017","2017-03-31",18032141,1940956.11
"Department of Housing and Urban Development","Community Planning and Development","Permanent Supportive Housing, Housing and Urban Development","086-0342","2","2017","2017-03-31",0,0
"Department of Housing and Urban Development","Community Planning and Development","Revolving Fund, Liquidating Programs, Housing and Urban Development","086-4015","2","2017","2017-03-31",145,220642.5
"Department of Housing and Urban Development","Community Planning and Development","Rural Housing and Economic Development, Public and Indian Housing, Housing and Urban Development","086-0324","2","2017","2017-03-31",0,354.72
"Department of Housing and Urban Development","Community Planning and Development","Section 8-Community Development Guaranteed Loans, Liquidating Account, Housing and Urban Development","086-4097","2","2017","2017-03-31",0,0.5
"Department of Housing and Urban Development","Community Planning and Development","Self-Help and Assisted Homeownership Opportunity Program, Community Planning and Development, Housing and Urban Development","086-0176","2","2017","2017-03-31",49432079,7675463.9
"Department of Housing and Urban Development","Fair Housing and Equal Opportunity","Fair Housing Activities, Fair Housing and Equal Opportunity, Housing and Urban Development","086-0144","2","2017","2017-03-31",68376.25,44918200.03
"Department of Housing and Urban Development","Government National Mortgage Association","Guarantees of Mortgage-Backed Securities Capital Reserve Account, Government National Mortgage Association, Housing and Urban Development","086-0238","2","2017","2017-03-31",0,16337824570.52
"Department of Housing and Urban Development","Government National Mortgage Association","Guarantees of Mortgage-Backed Securities Fund, Government National Mortgage Association, Housing and Urban Development","086-4238","2","2017","2017-03-31",149306.86,128150140.66
"Department of Housing and Urban Development","Government National Mortgage Association","Guarantees of Mortgage-Backed Securities Loan Guarantees, Program Account, Government National Mortgage Association, Housing and Urban Development, 1992","086-0186","2","2017","2017-03-31",238136994.79,399449366.2
"Department of Housing and Urban Development","Housing Programs","College Housing Loans, Housing and Urban Development","086-4058","2","2017","2017-03-31",0,12336221.08
"Department of Housing and Urban Development","Housing Programs","Emergency Homeowner's Relief Fund, Housing Programs, Housing and Urban Development","086-0407","2","2017","2017-03-31",0,328245781.13
"Department of Housing and Urban Development","Housing Programs","Energy Innovation Fund, Housing Programs, Housing and Urban Development","086-0401","2","2017","2017-03-31",0,18883838.22
"Department of Housing and Urban Development","Housing Programs","Federal Housing Administration Fund, Housing and Urban Development","086-4070","2","2017","2017-03-31",7567439.96,21007013.42
"Department of Housing and Urban Development","Housing Programs","FHA-General and Special Risk Insurance Fund Liquidating Account, Housing and Urban Development","086-4072","2","2017","2017-03-31",36352755.05,188998530.88
"Department of Housing and Urban Development","Housing Programs","FHA, Mutual Mortgage Insurance Capital Reserve Account, Housing and Urban Development","086-0236","2","2017","2017-03-31",0,46869593171.72
"Department of Housing and Urban Development","Housing Programs","Flexible Subsidy Fund, Housing Programs, Housing and Urban Development","086-4044","2","2017","2017-03-31",0,447050695.87
"Department of Housing and Urban Development","Housing Programs","General and Special Risk Program Account, Federal Housing Administration, Housing and Urban Development","086-0200","2","2017","2017-03-31",0,805120.71
