"Agency","Subagency","Title","federal_account_code","q","fy","reporting_period_end","Obligation","Unobligated"
"Department of Health and Human Services","Administration for Children and Families","Emergency Contingency Fund for State Temporary Assistance for Needy Family Programs - Recovery Act, Administration for Children and Families, Health and Human Services","075-1523","1","2019","2018-12-31",0,426453104.12
"Department of Health and Human Services","Administration for Children and Families","Low Income Home Energy Assistance, Administration for Children and Families, Health and Human Services","075-1502","1","2019","2018-12-31",3650565924.55,40413201.25
"Department of Health and Human Services","Administration for Children and Families","Payment to States for the Child Care and Development Block Grant, Administration for Children and Families, Health and Human Services","075-1515","1","2019","2018-12-31",1719280847.58,3558308721.5
"Department of Health and Human Services","Administration for Children and Families","Payments for Foster Care and Permanency, Administration for Children and Families, Health and Human Services","075-1545","1","2019","2018-12-31",1823808843.15,7564160636.43
"Department of Health and Human Services","Administration for Children and Families","Payments to States for Child Support Enforcement and Family Support Programs, Administration for Children and Families, Health and Human Services","075-1501","1","2019","2018-12-31",1052131760,3484984388.32
"Department of Health and Human Services","Administration for Children and Families","Promoting Safe and Stable Families, Administration for Children and Families, Health and Human Services","075-1512","1","2019","2018-12-31",34999151.83,622995137.58
"Department of Health and Human Services","Administration for Children and Families","Refugee and Entrant Assistance, Administration for Children and Families, Health and Human Services","075-1503","1","2019","2018-12-31",360685463.98,1637581302.6
"Department of Health and Human Services","Administration for Children and Families","Social Services Block Grant, Administration for Children and Families, Health and Human Services","075-1534","1","2019","2018-12-31",399250110.28,1314072914.63
"Department of Health and Human Services","Administration for Children and Families","Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services","075-1552","1","2019","2018-12-31",4250305467.96,442300585.24
"Department of Health and Human Services","Administration for Community Living","Aging and Disability Services Programs, Administration for Community Living, Health and Human Services","075-0142","1","2019","2018-12-31",1629819835.32,637724058
"Department of Health and Human Services","Agency for Healthcare Research and Quality","Healthcare Research and Quality, Agency for Healthcare Research and Quality, Health and Human Services","075-1700","1","2019","2018-12-31",90873845.03,302644830.56
"Department of Health and Human Services","Centers for Disease Control and Prevention","Birth Defects, Developmental Disabilities, Disabilities and Health, Centers for Disease Control and Prevention, Health and Human Services","075-0958","1","2019","2018-12-31",16697287.8,144071888.79
"Department of Health and Human Services","Centers for Disease Control and Prevention","Buildings and Facilities, Centers for Disease Control and Prevention, Health and Human Services","075-0960","1","2019","2018-12-31",3353147.38,533016326.51
"Department of Health and Human Services","Centers for Disease Control and Prevention","CDC Working Capital Fund, Centers for Disease Control and Prevention, Health and Human Services","075-4553","1","2019","2018-12-31",151225590.28,469430574.84
"Department of Health and Human Services","Centers for Disease Control and Prevention","CDC-Wide Activities and Program Support, Centers for Disease Control, Health and Human Services","075-0943","1","2019","2018-12-31",59616418.05,895146173.64
"Department of Health and Human Services","Centers for Disease Control and Prevention","Chronic Disease Prevention and Health Promotion, Centers for Disease Control and Prevention, Health and Human Services","075-0948","1","2019","2018-12-31",46457413.33,1172698183.07
"Department of Health and Human Services","Centers for Disease Control and Prevention","Cooperative Research and Development Agreements, Centers for Disease Control, Health and Human Services","075-5146","1","2019","2018-12-31",18657.29,4937867.64
"Department of Health and Human Services","Centers for Disease Control and Prevention","Emerging and Zoonotic Infectious Diseases, Centers for Disease Control and Prevention, Health and Human Services","075-0949","1","2019","2018-12-31",93525710.23,542324718.41
"Department of Health and Human Services","Centers for Disease Control and Prevention","Employees Occupational Illness Compensation Program, Centers for Disease Control and Prevention, Health and Human Services","075-0954","1","2019","2018-12-31",18369939.38,33656320.2
"Department of Health and Human Services","Centers for Disease Control and Prevention","Environmental Health, Centers for Disease Control and Prevention, Health and Human Services","075-0947","1","2019","2018-12-31",22042945,206061102.87
"Department of Health and Human Services","Centers for Disease Control and Prevention","Global Health, Centers for Disease Control and Prevention, Health and Human Services","075-0955","1","2019","2018-12-31",64550979.42,499877473.32
"Department of Health and Human Services","Centers for Disease Control and Prevention","HIV/AIDS, Viral Hepatitis, Sexually Transmitted Diseases, and Tuberculosis Prevention, Centers for Disease Control and Prevention, Health and Human Services","075-0950","1","2019","2018-12-31",647881722.12,533535198.14
"Department of Health and Human Services","Centers for Disease Control and Prevention","Immunization and Respiratory Diseases, Centers for Disease Control and Prevention, Health and Human Services","075-0951","1","2019","2018-12-31",68472314.72,790786915.48
"Department of Health and Human Services","Centers for Disease Control and Prevention","Infectious Diseases Rapid Response Reserve Fund, Centers for Disease Control, Health and Human Services","075-0945","1","2019","2018-12-31",0,50000000
"Department of Health and Human Services","Centers for Disease Control and Prevention","Injury Prevention and Control, Centers for Disease Control and Prevention, Health and Human Services","075-0952","1","2019","2018-12-31",16300812.38,692166411.97
"Department of Health and Human Services","Centers for Disease Control and Prevention","National Institute of Occupational Safety and Health, Centers for Disease Control and Prevention, Health and Human Services","075-0953","1","2019","2018-12-31",56643818.7,288457200.86
"Department of Health and Human Services","Centers for Disease Control and Prevention","Public Health Preparedness and Response, Centers for Disease Control and Prevention, Health and Human Services","075-0956","1","2019","2018-12-31",31779584.01,849449979.62
"Department of Health and Human Services","Centers for Disease Control and Prevention","Public Health Scientific Services, Centers for Disease Control and Prevention, Health and Human Services","075-0959","1","2019","2018-12-31",76593403.73,432191425.48
"Department of Health and Human Services","Centers for Disease Control and Prevention","Toxic Substances and Environmental Public Health, Agency for Toxic Substances and Disease Registry, Health and Human Services","075-0944","1","2019","2018-12-31",11437732.27,59830377.18
"Department of Health and Human Services","Centers for Disease Control and Prevention","World Trade Center Health Program Fund, Centers for Disease Control and Prevention, Health and Human Services","075-0946","1","2019","2018-12-31",109100057.75,1286591480.77
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Affordable Insurance Exchange Grants, Centers for Medicare and Medicaid Services, Health and Human Services","075-0115","1","2019","2018-12-31",877092.86,251125.24
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Centers for Medicare and Medicaid Innovation, Centers for Medicare and Medicaid, Health and Human Services","075-0522","1","2019","2018-12-31",95186517.44,2528981851.91
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Child Enrollment Contingency Fund, Centers for Medicare and Medicaid Services, Health and Human Services","075-5551","1","2019","2018-12-31",0,6857641115.37
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Consumer Operated and Oriented Plan Program Account, Centers for Medicare and Medicaid Services, Health and Human Services","075-0118","1","2019","2018-12-31",0,1180608.43
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Consumer Operated Oriented Plan Program Contingency Fund, Centers for Medicare and Medicaid Services, Health and Human Services","075-0524","1","2019","2018-12-31",235000.35,828420.76
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Early Retiree Reinsurance Program, Office of the Secretary, Health and Human Services","075-0114","1","2019","2018-12-31",0,26057724.7
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Federal Hospital Insurance Trust Fund - Treasury Managed, Health and Human Services","075-8005","1","2019","2018-12-31",79665776554.12,247358491596.03
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Federal Supplementary Medical Insurance Trust Fund-Treasury Managed, Health and Human Services","075-8004","1","2019","2018-12-31",91810737916.05,272618503466.15
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Grants to States for Medicaid - Recovery Act, Centers for Medicare and Medicaid Services, Health and Human Services","075-0518","1","2019","2018-12-31",0,311282638.49
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Grants to States for Medicaid, Centers for Medicare and Medicaid Services, Health and Human Services","075-0512","1","2019","2018-12-31",108293757747.28,333318698320.49
