"Agency","Subagency","Title","federal_account_code","q","fy","reporting_period_end","Obligation","Unobligated"
"Department of Energy","Energy Programs","SPR Petroleum Account, Energy Programs, Energy","089-0233","1","2019","2018-12-31",3456677.08,17883034.96
"Department of Energy","Energy Programs","Strategic Petroleum Reserve, Energy Programs, Energy","089-0218","1","2019","2018-12-31",49124818.67,224552841.45
"Department of Energy","Energy Programs","Title 17 Innovative Technology Loan Guarantee Program, Energy Programs, Energy","089-0208","1","2019","2018-12-31",4313906.66,222552457.31
"Department of Energy","Energy Programs","Title 17-Innovative Technology Loan Guarantee Program-Recovery Act, Energy Programs, Energy","089-0209","1","2019","2018-12-31",0,523216422.04
"Department of Energy","Energy Programs","Tribal Indian Energy Resource Development Loan Guarantee Program, Energy Programs, Energy","089-0350","1","2019","2018-12-31",20035.53,10687358.75
"Department of Energy","Energy Programs","Ultra-Deepwater and Unconventional Natural Gas and Other Petroleum Research Fund, Energy","089-5523","1","2019","2018-12-31",0,1254006.97
"Department of Energy","Energy Programs","Uranium Enrichment Decontamination and Decommissioning Fund, Energy Programs, Energy","089-5231","1","2019","2018-12-31",181855372.4,675894543.68
"Department of Energy","Environmental and Other Defense Activities","Defense Environmental Cleanup, Environmental and Other Defense Activities, Energy","089-0251","1","2019","2018-12-31",1265174906.2,5052073107.46
"Department of Energy","Environmental and Other Defense Activities","Defense Environmental Restoration and Waste Management, Energy","089-0242","1","2019","2018-12-31",0,0
"Department of Energy","Environmental and Other Defense Activities","Defense Environmental Services, Energy","089-0249","1","2019","2018-12-31",0,11435.7
"Department of Energy","Environmental and Other Defense Activities","Defense Nuclear Waste Disposal, Environmental and Other Defense Activities, Energy","089-0244","1","2019","2018-12-31",0,2475696.36
"Department of Energy","Environmental and Other Defense Activities","Other Defense Activities, Environmental and Other Defense Activities, Energy","089-0243","1","2019","2018-12-31",491075685.11,2953400524.85
"Department of Energy","National Nuclear Security Administration","Defense Nuclear Nonproliferation, National Nuclear Security Administration, Energy","089-0309","1","2019","2018-12-31",1390156263.58,810597231.55
"Department of Energy","National Nuclear Security Administration","Federal Salaries and Expenses, National Nuclear Security Administration, Energy","089-0313","1","2019","2018-12-31",112069284.05,321744341.93
"Department of Energy","National Nuclear Security Administration","Naval Reactors, National Nuclear Security Administration, Energy","089-0314","1","2019","2018-12-31",1944857708.1,139114248.51
"Department of Energy","National Nuclear Security Administration","Weapons Activities, National Nuclear Security Administration, Energy","089-0240","1","2019","2018-12-31",10090003805.32,4055553305.37
"Department of Energy","Power Marketing Administration","Bonneville Power Administration Fund, Power Marketing Administration, Energy","089-4045","1","2019","2018-12-31",776227143.32,3827259909.34
"Department of Energy","Power Marketing Administration","Colorado River Basins Power Marketing Fund, Western Area Power Administration, Power Marketing Administration, Energy","089-4452","1","2019","2018-12-31",42989212.03,316589654.77
"Department of Energy","Power Marketing Administration","Construction, Rehabilitation, Operation, and Maintenance, Western Area Power Administration, Power Marketing Administration, Energy","089-5068","1","2019","2018-12-31",131009006.06,1521768158.39
"Department of Energy","Power Marketing Administration","Continuing Fund, Southeastern Power Administration, Power Marketing Administration, Energy","089-5653","1","2019","2018-12-31",0,50000
"Department of Energy","Power Marketing Administration","Continuing Fund, Southwestern Power Administration, Power Marketing Administration, Energy","089-5649","1","2019","2018-12-31",0,300000
"Department of Energy","Power Marketing Administration","Emergency Fund, Western Area Power Administration, Power Marketing Administration, Energy","089-5069","1","2019","2018-12-31",0,500000
"Department of Energy","Power Marketing Administration","Falcon and Amistad Operating and Maintenance Fund, Energy","089-5178","1","2019","2018-12-31",1105134.28,4297131.79
"Department of Energy","Power Marketing Administration","Operation and Maintenance, Alaska Power Administration, Power Marketing Administration, Energy","089-0304","1","2019","2018-12-31",0,300006
"Department of Energy","Power Marketing Administration","Operation and Maintenance, Southeastern Power Administration, Power Marketing Administration, Energy","089-0302","1","2019","2018-12-31",10677869.34,64860149.92
"Department of Energy","Power Marketing Administration","Operation and Maintenance, Southwestern Power Administration, Power Marketing Administration, Energy","089-0303","1","2019","2018-12-31",3657731.14,202122633.98
"Department of Energy","Power Marketing Administration","Western Area Power Administration, Borrowing Authority - Recovery Act, Energy","089-4404","1","2019","2018-12-31",1008254.53,58609673.41
"Department of Health and Human Services","Administration for Children and Families","Child Care Entitlement to States, Administration for Children and Families, Health and Human Services","075-1550","1","2019","2018-12-31",412778551.77,623515335.26
"Department of Health and Human Services","Administration for Children and Families","Children and Families Services Programs, Administration for Children and Families, Health and Human Services","075-1536","1","2019","2018-12-31",1895245866.64,11700576726.75
"Department of Health and Human Services","Administration for Children and Families","Children's Research and Technical Assistance, Administration for Children and Families, Health and Human Services","075-1553","1","2019","2018-12-31",3829237.91,70001698.62
"Department of Health and Human Services","Administration for Children and Families","Contingency Fund for State Welfare Programs, Administration for Children and Families, Health and Human Services","075-1522","1","2019","2018-12-31",113270400,0
"Department of Health and Human Services","Administration for Children and Families","Emergency Contingency Fund for State Temporary Assistance for Needy Family Programs - Recovery Act, Administration for Children and Families, Health and Human Services","075-1523","1","2019","2018-12-31",0,426453104.12
"Department of Health and Human Services","Administration for Children and Families","Low Income Home Energy Assistance, Administration for Children and Families, Health and Human Services","075-1502","1","2019","2018-12-31",3650565924.55,40413201.25
"Department of Health and Human Services","Administration for Children and Families","Payment to States for the Child Care and Development Block Grant, Administration for Children and Families, Health and Human Services","075-1515","1","2019","2018-12-31",1719280847.58,3558308721.5
"Department of Health and Human Services","Administration for Children and Families","Payments for Foster Care and Permanency, Administration for Children and Families, Health and Human Services","075-1545","1","2019","2018-12-31",1823808843.15,7564160636.43
"Department of Health and Human Services","Administration for Children and Families","Payments to States for Child Support Enforcement and Family Support Programs, Administration for Children and Families, Health and Human Services","075-1501","1","2019","2018-12-31",1052131760,3484984388.32
"Department of Health and Human Services","Administration for Children and Families","Promoting Safe and Stable Families, Administration for Children and Families, Health and Human Services","075-1512","1","2019","2018-12-31",34999151.83,622995137.58
"Department of Health and Human Services","Administration for Children and Families","Refugee and Entrant Assistance, Administration for Children and Families, Health and Human Services","075-1503","1","2019","2018-12-31",360685463.98,1637581302.6
"Department of Health and Human Services","Administration for Children and Families","Social Services Block Grant, Administration for Children and Families, Health and Human Services","075-1534","1","2019","2018-12-31",399250110.28,1314072914.63
"Department of Health and Human Services","Administration for Children and Families","Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services","075-1552","1","2019","2018-12-31",4250305467.96,442300585.24
"Department of Health and Human Services","Administration for Community Living","Aging and Disability Services Programs, Administration for Community Living, Health and Human Services","075-0142","1","2019","2018-12-31",1629819835.32,637724058
"Department of Health and Human Services","Agency for Healthcare Research and Quality","Healthcare Research and Quality, Agency for Healthcare Research and Quality, Health and Human Services","075-1700","1","2019","2018-12-31",90873845.03,302644830.56
"Department of Health and Human Services","Centers for Disease Control and Prevention","Birth Defects, Developmental Disabilities, Disabilities and Health, Centers for Disease Control and Prevention, Health and Human Services","075-0958","1","2019","2018-12-31",16697287.8,144071888.79
"Department of Health and Human Services","Centers for Disease Control and Prevention","Buildings and Facilities, Centers for Disease Control and Prevention, Health and Human Services","075-0960","1","2019","2018-12-31",3353147.38,533016326.51
"Department of Health and Human Services","Centers for Disease Control and Prevention","CDC Working Capital Fund, Centers for Disease Control and Prevention, Health and Human Services","075-4553","1","2019","2018-12-31",151225590.28,469430574.84
"Department of Health and Human Services","Centers for Disease Control and Prevention","CDC-Wide Activities and Program Support, Centers for Disease Control, Health and Human Services","075-0943","1","2019","2018-12-31",59616418.05,895146173.64
"Department of Health and Human Services","Centers for Disease Control and Prevention","Chronic Disease Prevention and Health Promotion, Centers for Disease Control and Prevention, Health and Human Services","075-0948","1","2019","2018-12-31",46457413.33,1172698183.07
