"Agency","Subagency","Title","federal_account_code","q","fy","reporting_period_end","Obligation","Unobligated"
"Department of State","Executive Office of the President","United States Emergency Refugee and Migration Assistance Fund, Funds Appropriated to the President, Executive Office of the President","011-0040","1","2018","2017-12-31",0,107542495.6
"Department of State","International Commissions","American Sections, International Commissions, State","019-1082","1","2018","2017-12-31",1450740.7,4514672.88
"Department of State","International Commissions","Construction, International Boundary and Water Commission, United States and Mexico, State","019-1078","1","2018","2017-12-31",10381.71,90913599.28
"Department of State","International Commissions","International Fisheries Commissions, State","019-1087","1","2018","2017-12-31",5988913.29,5665525.42
"Department of State","International Commissions","Salaries and Expenses, International Boundary and Water Commission, United States and Mexico, State","019-1069","1","2018","2017-12-31",9171223.02,32291221
"Department of State","International Organizations and Conferences","Arrearage Payments, State","019-1130","1","2018","2017-12-31",0,0.45
"Department of State","International Organizations and Conferences","Contributions for International Peacekeeping Activities, State","019-1124","1","2018","2017-12-31",0,1433244869
"Department of State","International Organizations and Conferences","Contributions to International Organizations, State","019-1126","1","2018","2017-12-31",658811108.52,208007517.68
"Department of State","International Organizations and Conferences","International Conferences and Contingencies, State","019-1125","1","2018","2017-12-31",0,15478.29
"Department of State","Other","American Studies Endowment Fund, State","019-8166","1","2018","2017-12-31",0,42710.83
"Department of State","Other","Andean Counterdrug Programs, State","019-1154","1","2018","2017-12-31",0,-5055907.76
"Department of State","Other","Center for Eastern-Western Dialogue Trust Fund, State","019-1155","1","2018","2017-12-31",0,3339
"Department of State","Other","Center for Middle Eastern-Western Dialogue Trust Fund, State","019-8813","1","2018","2017-12-31",0,13478381.82
"Department of State","Other","Complex Crises Fund, Funds Appropriated to the President, US Agency for International Development","072-1015","1","2018","2017-12-31",775000,52834119.45
"Department of State","Other","Democracy Fund, State","019-1121","1","2018","2017-12-31",132848.74,277881675.89
"Department of State","Other","East-West Center, State","019-0202","1","2018","2017-12-31",1800000,0
"Department of State","Other","Eastern Europe Student Exchange Endowment Fund, State","019-8272","1","2018","2017-12-31",0,129199.03
"Department of State","Other","Fisherman's Protective Fund, Special Account, State","019-5116","1","2018","2017-12-31",0,630948.81
"Department of State","Other","Fishermen's Guaranty Fund, State","019-5121","1","2018","2017-12-31",0,2747861.55
"Department of State","Other","Global Health Programs, State","019-1031","1","2018","2017-12-31",1959231992.24,9884328702.85
"Department of State","Other","Global HIV/AIDS Initiative, State","019-1030","1","2018","2017-12-31",196723.67,20653603.03
"Department of State","Other","International Center, Washington, D. C., State","019-5151","1","2018","2017-12-31",456331.22,3780858.62
"Department of State","Other","International Litigation Fund, State","019-5177","1","2018","2017-12-31",385461.49,19101551.65
"Department of State","Other","Israeli Arab Scholarship Program, State","019-8271","1","2018","2017-12-31",0,151887.43
"Department of State","Other","Migration and Refugee Assistance, State","019-1143","1","2018","2017-12-31",149961886.91,1157787761.91
"Department of State","Other","National Endowment for Democracy, State","019-0210","1","2018","2017-12-31",0,51392211.81
"Department of State","Other","North/South Center, State","019-0203","1","2018","2017-12-31",0,1476.21
"Department of State","Other","Payment to the Asia Foundation, State","019-0525","1","2018","2017-12-31",3436054.87,1698536.13
"Department of State","Other","Russian Far East Technical Assistance Center, State","019-0211","1","2018","2017-12-31",0,77696.78
"Department of State","Other","State, International Security Assistance, State","011-1022","1","2018","2017-12-31",38567745.32,1649475539.91
"Department of State","Other","United States Bilateral Science and Technology Agreements, State","019-1151","1","2018","2017-12-31",0,24278.47
"Department of State","Other International Assistance Programs","Global Security Contingency Fund, State","011-1041","1","2018","2017-12-31",2040310.26,33502535.93
"Department of the Interior","Bureau of Indian  Affairs and Bureau of Indian Education","High-Hazard Indian Dam Safety Deferred Maintenance Fund, Bureau of Indian Affairs and Bureau of Indian Education, Interior","014-5637","1","2018","2017-12-31",0,0
"Department of the Interior","Bureau of Indian  Affairs and Bureau of Indian Education","Indian Direct Loan Program Account, Bureau of Indian Affairs, Interior","014-2627","1","2018","2017-12-31",0,1042345
"Department of the Interior","Bureau of Indian  Affairs and Bureau of Indian Education","Indian Irrigation Fund, Bureau of Indian  Affairs and Bureau of Indian Education, Interior","014-5639","1","2018","2017-12-31",0,0
"Department of the Interior","Bureau of Indian  Affairs and Bureau of Indian Education","Low-Hazard Indian Dam Safety Deferred Maintenance Fund, Bureau of Indian Affairs and Bureau of Indian Education, Interior","014-5638","1","2018","2017-12-31",0,0
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Alaska Resupply Program, Bureau of Indian Affairs","014-5242","1","2018","2017-12-31",225844.44,2216647.58
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Claims and Treaty Obligations, Bureau of Indian Affairs (Indefinite)","014-2623","1","2018","2017-12-31",4500,25593.94
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Construction, Bureau of Indian Affairs","014-2301","1","2018","2017-12-31",8211260.36,293325134.94
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Contract Support Costs, Bureau of Indian Affairs and Bureau of Indian Education, Interior","014-2240","1","2018","2017-12-31",42306808,109901579.25
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Gifts and Donations, Bureau of Indian Affairs","014-8361","1","2018","2017-12-31",198957.61,3974853.38
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Indian Guaranteed Loan Program Account, Bureau of Indian Affairs and Bureau of Indian Education, Interior","014-2628","1","2018","2017-12-31",7518571,4464793.55
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Indian Land and Water Claim Settlements and Miscellaneous Payments to Indians, Bureau of Indian Affairs and Bureau of Indian Education, Interior","014-2303","1","2018","2017-12-31",92089.63,41026018.29
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Indian Land Consolidation, Bureau of Indian Affairs, Interior","014-2103","1","2018","2017-12-31",0,15613003.17
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Indian Loan Guaranty and Insurance Fund, Liquidating Account, Bureau of Indian Affairs","014-4410","1","2018","2017-12-31",0,27000
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Indian Water Rights and Habitat Acquisition Program, Bureau of Indian Affairs","014-5505","1","2018","2017-12-31",0,2980500
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Operation and Maintenance of Quarters, Bureau of Indian Affairs","014-5051","1","2018","2017-12-31",1278936.81,10234218.13
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Operation and Maintenance, Indian Irrigation Systems, Bureau of Indian Affairs (T)","014-5240","1","2018","2017-12-31",7960400.94,71499811.31
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Operation of Indian Programs, Bureau of Indian Affairs and Bureau of Indian Education, Interior","014-2100","1","2018","2017-12-31",418827742.13,1111238831.79
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Power Systems, Indian Irrigation Projects, Bureau of Indian Affairs","014-5648","1","2018","2017-12-31",11359553.03,95932509.19
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Revolving Fund for Loans, Liquidating Account, Bureau of Indian Affairs","014-4409","1","2018","2017-12-31",0,3224.84
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","White Earth Economic Development and Tribal Government Fund, Bureau of Indian Affairs","014-2204","1","2018","2017-12-31",312806.97,1038754.95
"Department of the Interior","Bureau of Land Management","Abandoned Well Remediation Fund, Bureau of Land Management, Interior","014-2640","1","2018","2017-12-31",28596.84,418529.52
