"Recipient","agency","subagency","product_or_service_code","product_or_service_description","obligation","parent","parent_name","icon"
"Ohio State University","Department of Defense","Department of the Air Force","B543","SPECIAL STUDIES/ANALYSIS- ENERGY",19536,"B5","SPECIAL STUDIES - NOT R&D","182-books.svg"
"Ohio State University","Department of Defense","Department of the Air Force","Q201","GENERAL HEALTH CARE SERVICES",29954.73,"Q2","GENERAL HEALTH CARE SERVICES","011-doctor.svg"
"Ohio State University","Department of Defense","Department of the Army","7630","NEWSPAPERS AND PERIODICALS",14500,"76","BOOKS, MAPS, & OTHER PUBLICATIONS","182-books.svg"
"Ohio State University","Department of Defense","Department of the Army","AH91","R&D- ENVIRONMENTAL PROTECTION: OTHER (BASIC RESEARCH)",272632.88,"AH","ENVIRONMENTAL PROTECTION R&D","034-hand-holding-a-stalk.svg"
"Ohio State University","Department of Defense","Department of the Army","AN11","R&D- MEDICAL: BIOMEDICAL (BASIC RESEARCH)",50000,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
"Ohio State University","Department of Defense","Department of the Army","B521","SPECIAL STUDIES/ANALYSIS- HISTORICAL",47320,"B5","SPECIAL STUDIES - NOT R&D","182-books.svg"
"Ohio State University","Department of Defense","Department of the Army","U008","TRAINING/CURRICULUM DEVELOPMENT",50180,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"Ohio State University","Department of Defense","Department of the Army","U009","EDUCATION/TRAINING- GENERAL",56685,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"Ohio State University","Department of Defense","Department of the Navy","D316","TELECOMMUNICATION NETWORK MGMT SVCS",8400.96,"D3","IT & TELECOMMUNICATIONS","171-desktop-computer.svg"
"Ohio State University","Department of Defense","Department of the Navy","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",973382.78,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"Ohio State University","Department of Defense","Washington Headquarters Services","R499","OTHER PROFESSIONAL SERVICES",42436,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"Ohio State University","Department of Health and Human Services","Centers for Disease Control and Prevention","AZ16","R&D-OTHER R & D-MGMT SUP",85000,"AZ","OTHER R&D","176-microscope.svg"
"Ohio State University","Department of Health and Human Services","Centers for Disease Control and Prevention","B533","WATER QUALITY STUDIES",693598,"B5","SPECIAL STUDIES - NOT R&D","182-books.svg"
"Ohio State University","Department of Health and Human Services","Food and Drug Administration","AF11","R&D- EDUCATION: EDUCATIONAL (BASIC RESEARCH)",110600,"AF","EDUCATION R & D","183-university-1.svg"
"Ohio State University","Department of Health and Human Services","National Institutes of Health","AN11","R&D- MEDICAL: BIOMEDICAL (BASIC RESEARCH)",529389.85,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
"Ohio State University","Department of Justice","Drug Enforcement Administration","X1BZ","LEASE/RENTAL OF OTHER AIRFIELD STRUCTURES",18540,"X1","LEASE & RENTAL OF BUILDINGS","013-buildings-group.svg"
"Ohio State University","Department of Labor","Bureau of Labor Statistics","R702","DATA COLLECTION SERVICES",13321176.2,"R7","MANAGEMENT SUPPORT SERVICES","214-manager.svg"
"Ohio State University","Department of the Treasury","Internal Revenue Service","X1BG","LEASE/RENTAL OF ELECTRONIC AND COMMUNICATIONS FACILITIES",14376,"X1","LEASE & RENTAL OF BUILDINGS","013-buildings-group.svg"
"Ohio State University","Department of Transportation","National Highway Traffic Safety Administration","AQ92","R&D- SOCIAL SERVICES: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",706669.48,"AQ","SOCIAL SERVICES R&D","074-meeting-2.svg"
"Ohio State University","Department of Veterans Affairs","Department of Veterans Affairs","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",4700,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"Ohio State University","National Aeronautics and Space Administration","National Aeronautics and Space Administration","AF11","R&D- EDUCATION: EDUCATIONAL (BASIC RESEARCH)",50000,"AF","EDUCATION R & D","183-university-1.svg"
"Ohio State University","National Aeronautics and Space Administration","National Aeronautics and Space Administration","AR21","R&D-SPACE SCIENCE & APPL-B RES",437168,"AR","SPACE R&D","187-satellite.svg"
"Ohio State University","National Aeronautics and Space Administration","National Aeronautics and Space Administration","R415","PROF SVCS/TECH SHARING-UTIL",40000,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"Ohio State University","National Aeronautics and Space Administration","National Aeronautics and Space Administration","U001","LECTURES FOR TRAINING",14500,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"Ohio State University","Peace Corps","Peace Corps","U009","EDUCATION/TRAINING- GENERAL",27439,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"Ohio University","Department of Defense","Department of the Army","6640","LABORATORY EQUIPMENT AND SUPPLIES",61659,"66","INSTRUMENTS & LABORATORY EQUIPMENT","192-chemistry.svg"
"Ohio University","National Aeronautics and Space Administration","National Aeronautics and Space Administration","D308","PROGRAMMING SERVICES",70000,"D3","IT & TELECOMMUNICATIONS","171-desktop-computer.svg"
"Oklahoma State University","Department of Agriculture","Agricultural Research Service","H999","OTHER QC/TEST/INSPECT- MISCELLANEOUS",7029,"H9","OTHER QUALITY, TEST, & INSPECTION SERVICES","205-archeologist.svg"
"Oklahoma State University","Department of Agriculture","Natural Resources Conservation Service","X1GZ","LEASE/RENTAL OF OTHER WAREHOUSE BUILDINGS",5000.04,"X1","LEASE & RENTAL OF BUILDINGS","013-buildings-group.svg"
"Oklahoma State University","Department of Defense","Department of the Navy","AJ33","ENVIRONMENTAL SCIENCES (ADVANCED)",20150,"AJ","GEN. SCIENCE & TECHNOLOGY R&D","190-idea.svg"
"Oklahoma State University","Department of Defense","Department of the Navy","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",69790.68,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"Oklahoma State University","Department of Health and Human Services","Indian Health Service","Q502","CARDIO-VASCULAR SERVICES",174976.91,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"Oklahoma State University","Department of Health and Human Services","Indian Health Service","Q522","MEDICAL- RADIOLOGY",34220,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"Oklahoma State University","Department of Health and Human Services","Indian Health Service","Q523","MEDICAL- SURGERY",98172,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"Oklahoma State University","Department of Health and Human Services","Indian Health Service","Q999","OTHER MEDICAL SERVICES",2188787.27,"Q9","OTHER MEDICAL SERVICES","003-icu-monitor.svg"
"Oklahoma State University","Department of Health and Human Services","Indian Health Service","R699","OTHER ADMINISTRATIVE SUPPORT SVCS",16222,"R6","ADMINISTRATIVE SUPPORT SERVICES","074-meeting-2.svg"
"Oklahoma State University","Department of Justice","Bureau of Alcohol, Tobacco, Firearms and Explosives Acquisition and Property Management Division","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",79441.56,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"Oklahoma State University","Department of Justice","Bureau of Alcohol, Tobacco, Firearms and Explosives Acquisition and Property Management Division","U099","OTHER ED & TRNG SVCS",110250,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"Old Dominion University","Department of Defense","Department of Defense","AJ71","SOCIAL SCIENCES (BASIC)",144366.54,"AJ","GEN. SCIENCE & TECHNOLOGY R&D","190-idea.svg"
"Old Dominion University","Department of Defense","Department of Defense","R425","ENGINEERING AND TECHNICAL SERVICES",500842.21,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"Old Dominion University","Department of Defense","Department of Defense","U099","OTHER ED & TRNG SVCS",115623.44,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"Old Dominion University","Department of Defense","Department of the Navy","AJ12","R&D-PHYSICAL SCIENCE-A RES/EXPL DEV",139974.1,"AJ","GEN. SCIENCE & TECHNOLOGY R&D","190-idea.svg"
"Old Dominion University","Department of Defense","Department of the Navy","R406","SUPPORT- PROFESSIONAL: POLICY REVIEW/DEVELOPMENT",73794,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"Old Dominion University","Department of Defense","Department of the Navy","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",21071,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"Old Dominion University","Department of Defense","Department of the Navy","U099","OTHER ED & TRNG SVCS",35478.4,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"Old Dominion University","Department of Defense","Department of the Navy","X1AB","LEASE/RENTAL OF CONFERENCE SPACE AND FACILITIES",16720,"X1","LEASE & RENTAL OF BUILDINGS","013-buildings-group.svg"
"Olympic College","Department of Defense","Department of the Navy","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",1912641.96,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"Orange Ulster BOCES-Practical Nursing Program","Department of Defense","Department of Defense Education Activity","U009","EDUCATION/TRAINING- GENERAL",29762.04,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"Oregon Health & Science University","Department of Commerce","National Institute of Standards and Technology","AJ92","R&D-OTHER SCIENCES-A RES/EXPL DEV",57564,"AJ","GEN. SCIENCE & TECHNOLOGY R&D","190-idea.svg"
"Oregon Health & Science University","Department of Commerce","National Oceanic and Atmospheric Administration","B516","SPECIAL STUDIES/ANALYSIS- ANIMAL/FISHERIES",63018,"B5","SPECIAL STUDIES - NOT R&D","182-books.svg"
"Oregon Health & Science University","Department of Commerce","National Oceanic and Atmospheric Administration","B529","SPECIAL STUDIES/ANALYSIS- SCIENTIFIC DATA",39404,"B5","SPECIAL STUDIES - NOT R&D","182-books.svg"
"Oregon Health & Science University","Department of Defense","Department of the Army","AH12","R&D- ENVIRON PROTECTION: POLLUTION CONTROL/ABATEMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",431298,"AH","ENVIRONMENTAL PROTECTION R&D","034-hand-holding-a-stalk.svg"
"Oregon Health & Science University","Department of Defense","Department of the Army","AH91","R&D- ENVIRONMENTAL PROTECTION: OTHER (BASIC RESEARCH)",189560.49,"AH","ENVIRONMENTAL PROTECTION R&D","034-hand-holding-a-stalk.svg"
"Oregon Health & Science University","Department of Defense","Department of the Navy","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",585062.84,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"Oregon Health & Science University","Department of Defense","Uniformed Services University of the Health Sciences","U008","TRAINING/CURRICULUM DEVELOPMENT",4000,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"Oregon Health & Science University","Department of Health and Human Services","Agency for Healthcare Research and Quality","AN42","R&D-HEALTH SVCS-A RES/EXPL DEV",395000,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
"Oregon Health & Science University","Department of Health and Human Services","Indian Health Service","AJ71","SOCIAL SCIENCES (BASIC)",5000,"AJ","GEN. SCIENCE & TECHNOLOGY R&D","190-idea.svg"
"Oregon Health & Science University","Department of Health and Human Services","Indian Health Service","Q999","OTHER MEDICAL SERVICES",12000,"Q9","OTHER MEDICAL SERVICES","003-icu-monitor.svg"
"Oregon Health & Science University","Department of Health and Human Services","National Institutes of Health","AN11","R&D- MEDICAL: BIOMEDICAL (BASIC RESEARCH)",2513447,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
"Oregon Health & Science University","Department of Health and Human Services","National Institutes of Health","AN12","R&D- MEDICAL: BIOMEDICAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",223718,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
"Oregon Health & Science University","Department of Health and Human Services","National Institutes of Health","Q301","MEDICAL- LABORATORY TESTING",4086,"Q3","LABORATORY TESTING SERVICES","192-chemistry.svg"
"Oregon Health & Science University","Department of Health and Human Services","National Institutes of Health","R499","OTHER PROFESSIONAL SERVICES",7400,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"Oregon Health & Science University","Department of Justice","Federal Prison System / Bureau of Prisons","Q201","GENERAL HEALTH CARE SERVICES",2156.58,"Q2","GENERAL HEALTH CARE SERVICES","011-doctor.svg"
"Oregon Health & Science University","Department of Justice","Federal Prison System / Bureau of Prisons","Q999","OTHER MEDICAL SERVICES",315830.44,"Q9","OTHER MEDICAL SERVICES","003-icu-monitor.svg"
"Oregon Health & Science University","Department of Veterans Affairs","Department of Veterans Affairs","AJ52","R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",16500,"AJ","GEN. SCIENCE & TECHNOLOGY R&D","190-idea.svg"
"Oregon Health & Science University","Department of Veterans Affairs","Department of Veterans Affairs","AN71","R&D- MEDICAL: SPECIALIZED MEDICAL SERVICES (BASIC RESEARCH)",54929,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
"Oregon Health & Science University","Department of Veterans Affairs","Department of Veterans Affairs","Q201","GENERAL HEALTH CARE SERVICES",23354.7,"Q2","GENERAL HEALTH CARE SERVICES","011-doctor.svg"
"Oregon Health & Science University","Department of Veterans Affairs","Department of Veterans Affairs","Q301","MEDICAL- LABORATORY TESTING",2837646.16,"Q3","LABORATORY TESTING SERVICES","192-chemistry.svg"
"Oregon Health & Science University","Department of Veterans Affairs","Department of Veterans Affairs","Q501","ANESTHESIOLOGY SERVICES",185341.64,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"Oregon Health & Science University","Department of Veterans Affairs","Department of Veterans Affairs","Q502","CARDIO-VASCULAR SERVICES",398741,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"Oregon Health & Science University","Department of Veterans Affairs","Department of Veterans Affairs","Q504","MEDICAL- DERMATOLOGY",256582.52,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"Oregon Health & Science University","Department of Veterans Affairs","Department of Veterans Affairs","Q507","MEDICAL- GYNECOLOGY",323783.94,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"Oregon Health & Science University","Department of Veterans Affairs","Department of Veterans Affairs","Q509","INTERNAL MEDICINE SERVICES",335300.91,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"Oregon Health & Science University","Department of Veterans Affairs","Department of Veterans Affairs","Q510","MEDICAL- NEUROLOGY",221826.78,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"Oregon Health & Science University","Department of Veterans Affairs","Department of Veterans Affairs","Q511","MEDICAL- OPHTHALMOLOGY",263846.91,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"Oregon Health & Science University","Department of Veterans Affairs","Department of Veterans Affairs","Q513","ORTHOPEDIC SERVICES",21782.26,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"Oregon Health & Science University","Department of Veterans Affairs","Department of Veterans Affairs","Q514","MEDICAL- OTOLARYNGOLOGY",180345.06,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"Oregon Health & Science University","Department of Veterans Affairs","Department of Veterans Affairs","Q522","MEDICAL- RADIOLOGY",1169717.82,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"Oregon Health & Science University","Department of Veterans Affairs","Department of Veterans Affairs","Q523","MEDICAL- SURGERY",2150605.78,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"Oregon Health & Science University","Department of Veterans Affairs","Department of Veterans Affairs","Q524","MEDICAL- THORACIC",606113.33,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"Oregon Health & Science University","Department of Veterans Affairs","Department of Veterans Affairs","Q525","UROLOGY SERVICES",6673.5,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
