"Agency","Subagency","accountID","Title","Obligation","Unobligated"
"Department of Housing and Urban Development","Government National Mortgage Association",2372,"Guarantees of Mortgage-Backed Securities Fund, Government National Mortgage Association, Housing and Urban Development",72351.57,99754944.12
"Department of Housing and Urban Development","Policy Development and Research",2293,"Research and Technology, Policy Development and Research, Housing and Urban Development",23890722.15,42631498.04
"Department of Housing and Urban Development","Fair Housing and Equal Opportunity",2296,"Fair Housing Activities, Fair Housing and Equal Opportunity, Housing and Urban Development",94750,53742605.09
"Department of Housing and Urban Development","Office of Lead Hazard Control and Healthy Homes",2302,"Lead Hazard Reduction, Office of Lead Hazard Control and Healthy Homes, Housing and Urban Development",1640.82,73006651.78
"Department of Housing and Urban Development","Management and Administration",2338,"Executive Offices, Management and Administration, Housing and Urban Development",3274905.27,3809078.48
"Department of Housing and Urban Development","Management and Administration",2341,"Administrative Support Offices, Management and Administration, Housing and Urban Development",116772918.9,86764300.43
"Department of Housing and Urban Development","Management and Administration",2343,"Public and Indian Housing, Program Office Salaries and Expenses, Housing and Urban Development",54129358.32,29302796.74
"Department of Housing and Urban Development","Management and Administration",2344,"Community Planning and Development, Program Office Salaries and Expenses, Housing and Urban Development",28647771.69,33809113.46
"Department of Housing and Urban Development","Management and Administration",2340,"Housing, Program Office Salaries and Expenses, Housing and Urban Development",95524044.21,51215361.43
"Department of Housing and Urban Development","Management and Administration",2345,"Policy Development and Research, Program Office Salaries and Expenses, Housing and Urban Development",5927849.14,3854214.46
"Department of Housing and Urban Development","Management and Administration",2346,"Fair Housing and Equal Opportunity, Program Office Salaries and Expenses, Housing and Urban Development",18296440.9,9719966.47
"Department of Housing and Urban Development","Management and Administration",2347,"Office of Healthy Homes and Lead Hazard Control, Program Office Salaries and Expenses, Housing and Urban Development",2072447.23,1702966.79
"Department of Housing and Urban Development","Management and Administration",2295,"Salaries and Expenses, Management and Administration, Housing and Urban Development",833644.59,5478570.14
"Department of Housing and Urban Development","Management and Administration",2306,"Office of Inspector General, Management and Administration, Housing and Urban Development",30663044.89,16420264.78
"Department of Housing and Urban Development","Management and Administration",2307,"Office of Inspector General-Recovery Act, Management and Administration, Housing and Urban Development",0,2272.04
"Department of Housing and Urban Development","Management and Administration",2374,"Information Technology Fund, Management and Administration, Housing and Urban Development",26822311.09,159271352.2
"Department of Housing and Urban Development","Management and Administration",2375,"Working Capital Fund, Management and Administration, Housing and Urban Development",9443635.76,44959368.24
"Department of Housing and Urban Development","Management and Administration",2358,"Transformation Initiative, Management and Administration, Housing and Urban Development",307634.39,7786323.06
"Department of Housing and Urban Development","Management and Administration",2381,"Gifts and Bequests, Housing and Urban Development",0,0.14
"Department of the Interior","Bureau of Land Management",590,"Management of Lands and Resources, Bureau of Land Management, Interior",206531490.1,290306032.3
"Department of the Interior","Bureau of Land Management",591,"Construction, Bureau of Land Management",0,5529828.45
"Department of the Interior","Bureau of Land Management",593,"Oregon and California Grant Lands, Bureau of Land Management",21454419.82,17608089.7
"Department of the Interior","Bureau of Land Management",635,"Abandoned Well Remediation Fund, Bureau of Land Management, Interior",28596.84,418529.52
"Department of the Interior","Bureau of Land Management",659,"Land Acquisition, Bureau of Land Management",598527.07,72982174.36
"Department of the Interior","Bureau of Land Management",683,"Range Improvements, Bureau of Land Management",1428083.03,8687330.17
"Department of the Interior","Bureau of Land Management",654,"Service Charges, Deposits and Forfeitures, Bureau of Land Management",5460186.42,64232330.1
"Department of the Interior","Bureau of Land Management",722,"Lincoln County Land Act, Bureau of Land Management",126886.2,35909446.1
"Department of the Interior","Bureau of Land Management",698,"Southern Nevada Public Land Management, Bureau of Land Management",1444835.77,829409843.6
"Department of the Interior","Bureau of Land Management",715,"Recreation Enhancement Fee Program, Bureau of Land Management",4700677.46,29702758.36
"Department of the Interior","Bureau of Land Management",709,"Federal Land Disposal Account, Bureau of Land Management",0,3680
"Department of the Interior","Bureau of Land Management",707,"Timber Sales Pipeline Restoration Fund, Bureau of Land Management",364898.73,11889761.53
"Department of the Interior","Bureau of Land Management",693,"Forest Ecosystems Health and Recovery, Bureau of Land Management",1294315.29,21269185.59
"Department of the Interior","Bureau of Land Management",663,"Operation and Maintenance of Quarters, Bureau of Land Management",61131.51,1472342.12
"Department of the Interior","Bureau of Land Management",655,"Expenses, Road Maintenance Deposits, Bureau of Land Management",618890.99,6107061.39
"Department of the Interior","Bureau of Land Management",712,"Use of Receipts from Mineral Leasing Activities on Certain Naval Oil Shale Reserves, Bureau of Land Management",0,3121.68
"Department of the Interior","Bureau of Land Management",737,"Stewardship Contracting Product Sales, Bureau of Land Management",0,1307528.86
"Department of the Interior","Bureau of Land Management",747,"Permit Processing Fund, Bureau of Land Management",6574934.58,13483870.09
"Department of the Interior","Bureau of Land Management",749,"Geothermal Steam Implementation Fund",0,32372.4
